X,Z,Type
-1499996,1500005,wall_sign
-1499997,1500005,wall_sign
-1499999,1500005,wall_sign
-128023,128019,wall_sign
-128024,128020,wall_sign
-128023,128019,wall_sign
-128024,128019,standing_sign
-128025,128020,standing_sign
-128024,128020,wall_sign
-128018,128024,wall_sign
-128510,128584,wall_sign
-128510,128584,wall_sign
-63451,63446,wall_sign
-63451,63446,wall_sign
-63451,63446,wall_sign
-63448,63445,standing_sign
-63447,63446,standing_sign
-63446,63447,standing_sign
-63445,63448,standing_sign
-63351,63347,standing_sign
-63351,63346,standing_sign
-63339,63327,wall_sign
-63225,63223,standing_sign
-63090,63097,wall_sign
-800002,800004,wall_sign
-800002,800004,wall_sign
-799997,800005,wall_sign
-799998,800005,wall_sign
-799997,800004,wall_sign
-799997,800005,wall_sign
-799997,800004,standing_sign
-799997,800003,wall_sign
-799998,800005,wall_sign
-799997,800003,wall_sign
-235001,235000,standing_sign
-234970,234970,wall_sign
-234950,234942,wall_sign
-234950,234952,standing_sign
-128778,128762,wall_sign
-128555,128549,wall_sign
-150308,150300,wall_sign
-150169,150098,standing_sign
-150169,150098,standing_sign
-80058,79980,wall_sign
-80002,79997,wall_sign
-80002,79999,standing_sign
-80007,80001,wall_sign
-80001,80000,standing_sign
-80000,79999,standing_sign
-23504,23506,standing_sign
-63793,63787,standing_sign
-63792,63786,standing_sign
-235365,235364,standing_sign
-235242,235241,standing_sign
-235243,235242,standing_sign
-235220,235219,standing_sign
-235122,235121,standing_sign
-235124,235123,standing_sign
-235120,235116,standing_sign
-235120,235117,standing_sign
-235119,235118,standing_sign
-235120,235119,standing_sign
-28535,28533,wall_sign
-1514146,1514145,standing_sign
-286707,286706,standing_sign
-151273,151267,standing_sign
-151274,151267,standing_sign
-130015,129979,wall_sign
-130015,129979,wall_sign
-642748,642726,standing_sign
-26575,26565,wall_sign
-26336,26380,wall_sign
-152028,152021,standing_sign
-152028,152022,standing_sign
-151673,151666,wall_sign
-130952,130944,wall_sign
-130952,130944,wall_sign
-80695,80701,standing_sign
-80558,80553,wall_sign
-64473,64465,standing_sign
-64473,64466,standing_sign
-64235,64220,wall_sign
-64201,64195,wall_sign
-64200,64195,wall_sign
-645103,645100,standing_sign
-1523929,1523931,wall_sign
-314278,314277,standing_sign
-314221,314220,standing_sign
-646069,646065,wall_sign
-646068,646064,wall_sign
-646070,646066,wall_sign
-646069,646065,wall_sign
-646068,646064,wall_sign
-646066,646068,wall_sign
-646066,646068,wall_sign
-646065,646067,wall_sign
-646067,646069,wall_sign
-646064,646066,wall_sign
-646064,646066,wall_sign
-152395,152380,wall_sign
-152305,152333,standing_sign
-152304,152332,standing_sign
-152234,152255,standing_sign
-152232,152251,standing_sign
-152233,152253,standing_sign
-152218,152232,standing_sign
-152215,152227,standing_sign
-152224,152240,standing_sign
-152194,152198,standing_sign
-152194,152200,standing_sign
-152193,152199,wall_sign
-236474,236473,standing_sign
-236070,236069,standing_sign
-236071,236070,standing_sign
-236072,236071,standing_sign
-131159,131151,wall_sign
-131081,131087,standing_sign
-2875009,2875015,wall_sign
-2875007,2875001,wall_sign
-2875007,2875001,wall_sign
-2875007,2875001,wall_sign
-2875007,2874998,wall_sign
-2875007,2874998,wall_sign
-2875007,2874998,wall_sign
-811758,811765,standing_sign
-152841,152905,standing_sign
-152660,152676,standing_sign
-152654,152576,wall_sign
-131837,131835,standing_sign
-131838,131836,standing_sign
-131716,131720,wall_sign
-308935,308909,wall_sign
-1322869,1322868,standing_sign
-1503,1401,standing_sign
-1503,1449,standing_sign
-236975,236974,standing_sign
-1465,1514,wall_sign
-1452,1502,standing_sign
-1429,1328,standing_sign
-1394,1503,wall_sign
-1402,1502,standing_sign
-81178,81180,wall_sign
-1345,1308,wall_sign
-1345,1309,wall_sign
-1357,1381,wall_sign
-1330,1453,standing_sign
-236771,236765,wall_sign
-236770,236766,wall_sign
-236770,236766,wall_sign
-236770,236768,wall_sign
-64593,64592,standing_sign
-80980,80977,standing_sign
-64524,64514,wall_sign
-64525,64516,wall_sign
-64524,64514,wall_sign
-236695,236694,standing_sign
-1241,1246,standing_sign
-236645,236645,standing_sign
-236646,236644,standing_sign
-1200,1078,standing_sign
-1191,1150,wall_sign
-1173,1121,standing_sign
-1128,1110,wall_sign
-1128,1110,wall_sign
-1127,1136,wall_sign
-1095,1098,wall_sign
-1079,1095,wall_sign
-1026,1094,wall_sign
-65010,65061,wall_sign
-15334,15320,wall_sign
-15334,15319,standing_sign
-15334,15320,standing_sign
-15328,15323,standing_sign
-132509,132499,wall_sign
-15195,15181,wall_sign
-132320,132347,wall_sign
-15112,15105,wall_sign
-15051,15044,wall_sign
-15023,15025,wall_sign
-15005,14998,standing_sign
-15005,14999,standing_sign
-15005,14997,standing_sign
-15006,14996,standing_sign
-15354,15366,wall_sign
-153220,153277,wall_sign
-153221,153278,wall_sign
-650549,650562,standing_sign
-650552,650564,standing_sign
-87884,87887,wall_sign
-87839,87842,wall_sign
-87618,87617,standing_sign
-87619,87618,standing_sign
-87625,87624,standing_sign
-87619,87616,standing_sign
-87617,87618,standing_sign
-267000,267007,standing_sign
-267000,267007,standing_sign
-267001,267007,standing_sign
-721451,721451,wall_sign
-651291,651289,standing_sign
-651291,651290,standing_sign
-13237,13211,standing_sign
-13213,13215,standing_sign
-13214,13216,standing_sign
-13214,13217,standing_sign
-13199,13112,wall_sign
-13192,13284,wall_sign
-13073,13207,standing_sign
-12972,12839,wall_sign
-12968,13086,wall_sign
-12940,12940,standing_sign
-12942,12938,standing_sign
-12941,12937,standing_sign
-12920,12914,wall_sign
-723231,723245,standing_sign
-723230,723244,wall_sign
-153997,154062,standing_sign
-153981,154036,standing_sign
-153904,153966,wall_sign
-153902,153963,standing_sign
-153904,153965,standing_sign
-652464,652463,standing_sign
-652463,652463,standing_sign
-277778,277777,standing_sign
-277778,277777,standing_sign
-277780,277777,standing_sign
-277776,277777,standing_sign
-2375004,2374997,wall_sign
-2375004,2374997,wall_sign
-2375004,2374997,wall_sign
-237497,237496,standing_sign
-237497,237495,standing_sign
-237496,237496,standing_sign
-237371,237365,standing_sign
-1543214,1543207,standing_sign
-1543213,1543207,wall_sign
-1543212,1543207,standing_sign
-1543212,1543206,wall_sign
-725001,725001,standing_sign
-725002,725000,standing_sign
-725002,725001,standing_sign
-133199,133198,standing_sign
-133148,133147,standing_sign
-154518,154556,standing_sign
-154491,154529,standing_sign
-154470,154508,standing_sign
-154247,154306,wall_sign
-154248,154307,wall_sign
-154186,154250,standing_sign
-65486,65466,wall_sign
-65225,65221,standing_sign
-65042,65041,standing_sign
-7778,7777,wall_sign
-7769,7871,wall_sign
-7722,7802,wall_sign
-81538,81516,standing_sign
-81537,81514,wall_sign
-81538,81515,wall_sign
-1337420,1337420,wall_sign
-819783,819775,wall_sign
-819772,819771,wall_sign
-727789,727788,wall_sign
-727790,727790,wall_sign
-155028,155039,standing_sign
-155127,155146,standing_sign
-564538,564540,wall_sign
-238069,238061,wall_sign
-237694,237693,standing_sign
-237654,237653,standing_sign
-237657,237656,standing_sign
-237623,237622,standing_sign
-88821,88820,standing_sign
-1552554,1552556,wall_sign
-336511,336507,wall_sign
-134634,134635,standing_sign
-823660,823659,standing_sign
-1347017,1347016,wall_sign
-155166,155184,standing_sign
-73175,73174,wall_sign
-56599,56612,wall_sign
-56600,56612,wall_sign
-56599,56612,wall_sign
-56600,56612,wall_sign
-135026,135093,standing_sign
-661345,661344,standing_sign
-661336,661335,standing_sign
-661327,661325,standing_sign
-661327,661324,standing_sign
-895427,895429,wall_sign
-89368,89373,wall_sign
-89238,89239,wall_sign
-89238,89238,wall_sign
-238221,238222,standing_sign
-569585,569584,standing_sign
-569584,569584,standing_sign
-570322,570325,wall_sign
-733739,733738,standing_sign
-733741,733740,standing_sign
-734646,734643,standing_sign
-734645,734644,standing_sign
-734252,734267,wall_sign
-900004,899998,wall_sign
-900001,900000,standing_sign
-900002,900000,standing_sign
-900001,900001,standing_sign
-900004,900000,standing_sign
-735476,735473,standing_sign
-89974,89972,wall_sign
-89932,89948,wall_sign
-89889,89891,wall_sign
-6262,6267,standing_sign
-6258,6287,standing_sign
-6227,6219,wall_sign
-66380,66393,wall_sign
-3374998,3375003,wall_sign
-3374998,3375003,wall_sign
-3374998,3375004,wall_sign
-3374998,3375003,wall_sign
-1200009,1200011,standing_sign
-1200008,1200011,standing_sign
-57197,57205,standing_sign
-73481,73481,standing_sign
-1410833,1410836,wall_sign
-120064,120064,standing_sign
-666666,666666,standing_sign
-666665,666667,standing_sign
-666664,666666,wall_sign
-90284,90284,standing_sign
-830002,830001,standing_sign
-239378,239404,standing_sign
-239338,239378,standing_sign
-279270,279272,wall_sign
-2395999,2396001,wall_sign
-33662,33661,wall_sign
-33663,33661,wall_sign
-254848,254844,standing_sign
-33424,33394,standing_sign
-33291,33290,standing_sign
-33295,33288,standing_sign
-254533,254525,wall_sign
-1205935,1205937,wall_sign
-141815,141823,wall_sign
-141537,141524,wall_sign
-141536,141524,wall_sign
-141348,141336,standing_sign
-141824,141829,wall_sign
-141824,141828,wall_sign
-67000,67000,standing_sign
-66668,66666,standing_sign
-66667,66667,standing_sign
-57675,57674,standing_sign
-57532,57536,standing_sign
-57452,57451,wall_sign
-833333,833336,wall_sign
-833334,833333,standing_sign
-833334,833333,standing_sign
-1208873,1208867,wall_sign
-1208872,1208867,wall_sign
-1208873,1208867,wall_sign
-83346,83321,standing_sign
-83345,83320,standing_sign
-83344,83321,wall_sign
-83335,83332,standing_sign
-83334,83332,standing_sign
-83333,83333,standing_sign
-83060,83070,wall_sign
-83060,83071,wall_sign
-1211141,1211137,standing_sign
-1211140,1211136,standing_sign
-1211142,1211139,standing_sign
-1211139,1211136,standing_sign
-1211141,1211137,wall_sign
-1211641,1211638,standing_sign
-1211640,1211639,standing_sign
-120858,120851,wall_sign
-120858,120851,wall_sign
-280011,280007,wall_sign
-9168,9209,wall_sign
-9144,9213,standing_sign
-9123,9208,standing_sign
-9135,9208,standing_sign
-9110,9206,standing_sign
-9106,9200,standing_sign
-9118,9208,standing_sign
-9104,9192,standing_sign
-9092,9184,standing_sign
-9078,9075,wall_sign
-9083,9186,standing_sign
-9074,9186,standing_sign
-9063,9184,standing_sign
-9072,9185,standing_sign
-9044,9172,standing_sign
-9049,9176,standing_sign
-9040,9172,standing_sign
-9031,9172,standing_sign
-9001,9089,standing_sign
-9207,9226,standing_sign
-9215,9227,standing_sign
-9201,9225,standing_sign
-9204,9226,standing_sign
-9187,9224,standing_sign
-9195,9226,standing_sign
-9175,9222,standing_sign
-9175,9230,standing_sign
-9176,9221,standing_sign
-9176,9228,standing_sign
-9178,9221,standing_sign
-9171,9230,standing_sign
-9175,9225,standing_sign
-9181,9221,standing_sign
-9154,9228,standing_sign
-9156,9231,standing_sign
-9157,9229,standing_sign
-9160,9230,standing_sign
-9142,9230,standing_sign
-9144,9219,standing_sign
-9150,9228,standing_sign
-9146,9230,standing_sign
-9143,9232,standing_sign
-9148,9232,standing_sign
-92146,92143,standing_sign
-92147,92143,standing_sign
-92146,92142,standing_sign
-92145,92141,standing_sign
-92145,92144,standing_sign
-92146,92144,standing_sign
-92145,92145,standing_sign
-92144,92145,standing_sign
-92143,92145,standing_sign
-92142,92144,standing_sign
-92111,92113,wall_sign
-92111,92113,wall_sign
-92031,92045,wall_sign
-92030,92045,wall_sign
-67518,67528,wall_sign
-67335,67288,wall_sign
-121348,121344,standing_sign
-240552,240534,wall_sign
-240523,240522,standing_sign
-1430108,1430107,standing_sign
-83618,83618,standing_sign
-1433058,1433057,standing_sign
-14247,14226,standing_sign
-14197,14178,wall_sign
-13975,13850,wall_sign
-13919,13885,standing_sign
-13920,13886,standing_sign
-13920,13886,wall_sign
-13842,13850,standing_sign
-750005,750001,wall_sign
-750006,750002,wall_sign
-750007,750006,wall_sign
-749997,749995,wall_sign
-749997,749994,wall_sign
-749999,749998,standing_sign
-749997,749999,wall_sign
-749998,749999,wall_sign
-749996,750004,wall_sign
-750000,750011,wall_sign
-280556,280563,wall_sign
-22215,22282,standing_sign
-841330,841329,standing_sign
-841343,841336,wall_sign
-841343,841335,wall_sign
-224995,224997,wall_sign
-1434018,1434017,standing_sign
-93099,93102,wall_sign
-2499,2399,standing_sign
-2499,2449,standing_sign
-2499,2494,standing_sign
-2503,2496,standing_sign
-2508,2502,standing_sign
-2500,2505,standing_sign
-2508,2498,standing_sign
-2492,2352,standing_sign
-2484,2370,standing_sign
-2496,2502,standing_sign
-2491,2498,wall_sign
-2495,2498,standing_sign
-2450,2502,standing_sign
-2402,2502,standing_sign
-2286,2197,standing_sign
-2229,2283,standing_sign
-2206,2218,wall_sign
-2173,2292,wall_sign
-2170,2292,wall_sign
-2171,2292,wall_sign
-2055,2168,wall_sign
-2517,2580,standing_sign
-2520,2576,standing_sign
-2519,2576,standing_sign
-2491,2567,wall_sign
-25117,25037,wall_sign
-75059,75049,wall_sign
-75058,75049,wall_sign
-75019,74998,wall_sign
-75003,75003,wall_sign
-12220,12233,standing_sign
-11942,12037,wall_sign
-1437898,1437932,standing_sign
-21532,21417,standing_sign
-143626,143631,wall_sign
-143625,143631,wall_sign
-143441,143437,wall_sign
-143442,143438,wall_sign
-143443,143439,wall_sign
-143436,143432,wall_sign
-143437,143433,wall_sign
-143438,143434,wall_sign
-143439,143435,wall_sign
-143435,143431,wall_sign
-143440,143436,wall_sign
-143434,143430,wall_sign
-143420,143421,standing_sign
-590178,590177,standing_sign
-590794,590780,wall_sign
-590798,590782,wall_sign
-590795,590785,standing_sign
-590796,590787,wall_sign
-590794,590786,wall_sign
-590794,590787,standing_sign
-590795,590787,wall_sign
-590795,590784,standing_sign
-2258912,2258916,standing_sign
-2203929,2203927,wall_sign
-684250,684247,wall_sign
-2561290,2561290,wall_sign
-68127,68129,wall_sign
-123044,123031,wall_sign
-123044,123031,wall_sign
-123048,123031,wall_sign
-59204,59200,standing_sign
-144485,144363,standing_sign
-75330,75326,wall_sign
-75330,75326,wall_sign
-75330,75326,wall_sign
-1234571,1234560,wall_sign
-123457,123456,standing_sign
-123403,123402,standing_sign
-27779,27769,wall_sign
-27754,27801,standing_sign
-69001,69000,standing_sign
-145435,145431,wall_sign
-145435,145431,wall_sign
-145439,145441,wall_sign
-145440,145441,wall_sign
-145438,145441,wall_sign
-76254,76253,standing_sign
-76202,76201,standing_sign
-76151,76142,standing_sign
-226966,226941,standing_sign
-226966,226941,standing_sign
-124022,124030,standing_sign
-203861,203921,wall_sign
-600008,599998,standing_sign
-600009,599998,wall_sign
-600009,600004,wall_sign
-600009,600000,wall_sign
-227788,227787,standing_sign
-227690,227689,standing_sign
-227694,227693,standing_sign
-227691,227688,standing_sign
-227691,227687,standing_sign
-222151,222147,wall_sign
-694445,694444,standing_sign
-2222227,2222223,wall_sign
-2222225,2222221,wall_sign
-2222225,2222221,wall_sign
-2222223,2222222,standing_sign
-2222221,2222223,wall_sign
-2222219,2222221,wall_sign
-2222221,2222223,wall_sign
-2222223,2222219,wall_sign
-2222222,2222221,wall_sign
-2222222,2222218,wall_sign
-2222224,2222220,wall_sign
-2222222,2222224,wall_sign
-2222224,2222226,wall_sign
-2003,1900,standing_sign
-2001,1903,standing_sign
-2003,1948,standing_sign
-1954,1916,wall_sign
-1901,2002,standing_sign
-1852,1998,standing_sign
-1832,1856,wall_sign
-1788,1687,wall_sign
-1758,1892,wall_sign
-1732,1679,wall_sign
-1728,1601,wall_sign
-1705,1652,wall_sign
-1652,1655,standing_sign
-124724,124728,wall_sign
-20429,20424,wall_sign
-20393,20313,wall_sign
-20203,20145,standing_sign
-20048,20040,standing_sign
-20046,20041,standing_sign
-20045,20040,standing_sign
-20046,20040,standing_sign
-20005,19989,wall_sign
-20008,20007,wall_sign
-20003,20010,standing_sign
-60339,60335,standing_sign
-60340,60336,wall_sign
-69421,69420,standing_sign
-69163,69149,standing_sign
-222523,222530,standing_sign
-222522,222530,wall_sign
-222434,222440,standing_sign
-222444,222454,standing_sign
-7592,7599,wall_sign
-7593,7598,wall_sign
-7549,7541,wall_sign
-7508,7511,wall_sign
-7507,7511,wall_sign
-7324,7259,standing_sign
-7326,7259,standing_sign
-3403673,3403680,standing_sign
-76324,76323,standing_sign
-76295,76294,standing_sign
-696971,696968,standing_sign
-696970,696969,standing_sign
-2050022,2050025,wall_sign
-2050021,2050032,wall_sign
-767956,767960,wall_sign
-767956,767959,wall_sign
-85578,85634,wall_sign
-205035,205030,wall_sign
-205036,205030,wall_sign
-205037,205030,wall_sign
-2054625,2054624,standing_sign
-114922,114920,wall_sign
-607906,607905,standing_sign
-2055214,2055213,standing_sign
-2055215,2055212,standing_sign
-700001,699993,wall_sign
-222976,222986,wall_sign
-222896,222861,wall_sign
-222896,222862,wall_sign
-222734,222736,wall_sign
-1370262,1370266,wall_sign
-60874,60859,wall_sign
-60534,60543,standing_sign
-60537,60542,wall_sign
-60537,60543,standing_sign
-60533,60545,standing_sign
-60532,60545,standing_sign
-60532,60544,wall_sign
-60532,60545,wall_sign
-60535,60544,wall_sign
-137128,137126,wall_sign
-137127,137126,wall_sign
-137127,137125,wall_sign
-137128,137126,wall_sign
-69987,69989,standing_sign
-69783,69781,standing_sign
-69714,69708,standing_sign
-69697,69696,standing_sign
-69694,69693,standing_sign
-69693,69709,wall_sign
-1374994,1375000,wall_sign
-1374993,1375000,wall_sign
-1374995,1375000,wall_sign
-1374994,1375000,wall_sign
-1374993,1375000,wall_sign
-1374997,1375000,wall_sign
-1374998,1375000,wall_sign
-1374998,1375000,wall_sign
-1374996,1375000,wall_sign
-1374995,1375000,wall_sign
-1374997,1375000,wall_sign
-1374996,1375000,wall_sign
-1374998,1375000,wall_sign
-77035,77038,wall_sign
-77030,77034,wall_sign
-1156232,1156216,wall_sign
-1156217,1156215,standing_sign
-2235853,2235854,wall_sign
-2235854,2235855,wall_sign
-205888,205913,wall_sign
-497,495,wall_sign
-488,499,wall_sign
-241,275,wall_sign
-228,202,standing_sign
-210,228,wall_sign
-219,252,wall_sign
-199,249,wall_sign
-197,305,wall_sign
-178,217,wall_sign
-181,225,wall_sign
-192,227,wall_sign
-189,233,wall_sign
-188,244,wall_sign
-174,250,wall_sign
-153,213,wall_sign
-160,263,wall_sign
-160,287,wall_sign
-156,277,wall_sign
-154,291,wall_sign
-223618,223641,wall_sign
-5043,5047,standing_sign
-5017,4921,wall_sign
-5017,4921,wall_sign
-5017,4922,wall_sign
-5011,4929,wall_sign
-5011,4930,wall_sign
-5011,4931,wall_sign
-5011,4932,wall_sign
-5009,4998,standing_sign
-5009,5002,standing_sign
-5005,4929,wall_sign
-5003,4933,wall_sign
-5002,5002,standing_sign
-5003,4995,wall_sign
-4994,4998,standing_sign
-5003,4993,standing_sign
-5002,4996,wall_sign
-5004,5001,wall_sign
-4999,5007,standing_sign
-5004,5000,wall_sign
-4995,5002,standing_sign
-4999,4993,standing_sign
-5004,5008,standing_sign
-5003,5008,standing_sign
-4845,4853,wall_sign
-4613,4720,wall_sign
-1159774,1159769,standing_sign
-1159773,1159768,wall_sign
-1159773,1159768,wall_sign
-50697,50605,standing_sign
-50978,50960,standing_sign
-50978,50960,standing_sign
-13797,13798,wall_sign
-13570,13510,standing_sign
-13510,13517,wall_sign
-13444,13455,standing_sign
-512008,512008,wall_sign
-6122,6138,wall_sign
-6026,6036,wall_sign
-6026,6036,wall_sign
-5918,5913,standing_sign
-61037,61000,standing_sign
-188227,188223,wall_sign
-188226,188222,wall_sign
-188228,188222,wall_sign
-188227,188222,wall_sign
-188228,188222,wall_sign
-188228,188223,wall_sign
-188226,188222,wall_sign
-188227,188222,wall_sign
-188226,188222,wall_sign
-188228,188225,standing_sign
-223952,223962,standing_sign
-223783,223768,standing_sign
-223783,223770,standing_sign
-223783,223769,standing_sign
-1383054,1383058,wall_sign
-70546,70549,wall_sign
-70551,70546,wall_sign
-70211,70213,standing_sign
-2244054,2244056,wall_sign
-116515,116660,standing_sign
-21385,21330,standing_sign
-8583,8666,wall_sign
-8583,8667,wall_sign
-8525,8633,wall_sign
-8524,8646,standing_sign
-21249,21244,standing_sign
-21249,21243,standing_sign
-8494,8483,wall_sign
-8219,8305,standing_sign
-8219,8305,standing_sign
-86901,86900,wall_sign
-86902,86900,wall_sign
-86681,86700,standing_sign
-86672,86675,wall_sign
-86672,86675,wall_sign
-86657,86713,standing_sign
-215036,215034,standing_sign
-215018,215016,standing_sign
-214537,214537,wall_sign
-209271,209257,standing_sign
-875003,874999,wall_sign
-875001,875000,standing_sign
-875001,875003,wall_sign
-874998,875004,wall_sign
-874998,875003,wall_sign
-874997,875000,standing_sign
-874995,875000,standing_sign
-874996,875000,standing_sign
-874998,875003,wall_sign
-18839,18798,standing_sign
-18704,18672,wall_sign
-18703,18672,wall_sign
-189242,189242,wall_sign
-87215,87220,standing_sign
-87121,87121,standing_sign
-87120,87128,wall_sign
-87119,87128,standing_sign
-87118,87128,standing_sign
-138888,138887,wall_sign
-518464,518463,wall_sign
-215477,215476,standing_sign
-215478,215477,standing_sign
-215479,215478,standing_sign
-215412,215411,standing_sign
-71028,71033,wall_sign
-70999,70985,wall_sign
-20790,20840,wall_sign
-876268,876270,wall_sign
-70720,70723,wall_sign
-2156323,2156323,standing_sign
-209884,209886,wall_sign
-878054,878052,standing_sign
-878054,878053,standing_sign
-2158113,2158113,standing_sign
-11701,11695,standing_sign
-11707,11692,standing_sign
-11481,11481,standing_sign
-11398,11407,wall_sign
-11386,11399,wall_sign
-18336,18330,wall_sign
-18274,18275,standing_sign
-18275,18275,standing_sign
-18276,18274,standing_sign
-18177,18172,standing_sign
-18109,18110,standing_sign
-18108,18111,standing_sign
-18108,18110,wall_sign
-18106,18111,standing_sign
-18063,18057,standing_sign
-18062,18057,standing_sign
-17959,17950,wall_sign
-17959,17949,wall_sign
-17960,17951,wall_sign
-17960,17950,wall_sign
-17960,17952,wall_sign
-17960,17952,wall_sign
-17960,17952,wall_sign
-52116,52201,standing_sign
-215925,215875,wall_sign
-51888,51957,standing_sign
-215719,215718,standing_sign
-215718,215716,wall_sign
-51777,51773,wall_sign
-139485,139447,wall_sign
-139439,139442,standing_sign
-139437,139441,standing_sign
-522745,522745,wall_sign
-199123,199126,wall_sign
-199015,199019,wall_sign
-1400002,1399999,standing_sign
-1400001,1400000,standing_sign
-178223,178217,wall_sign
-6748,6788,wall_sign
-6723,6767,standing_sign
-6723,6767,standing_sign
-2092305,2092301,wall_sign
-2092305,2092301,wall_sign
-71641,71577,standing_sign
-140116,140119,wall_sign
-139998,139991,standing_sign
-139987,139999,wall_sign
-139996,139991,standing_sign
-17873,17915,wall_sign
-17873,17914,wall_sign
-17504,17505,standing_sign
-17502,17504,standing_sign
-17502,17505,standing_sign
-17501,17504,standing_sign
-179181,179183,wall_sign
-52671,52669,standing_sign
-52589,52548,wall_sign
-118365,118356,wall_sign
-211430,211426,wall_sign
-211278,211354,standing_sign
-194030,194033,wall_sign
-194030,194033,wall_sign
-1912420,1912543,standing_sign
-1940683,1940688,wall_sign
-2000011,1999989,wall_sign
-2000011,1999990,wall_sign
-2000011,1999991,wall_sign
-2000011,1999992,wall_sign
-2000011,1999993,wall_sign
-2000000,1999993,wall_sign
-1999999,1999994,wall_sign
-1999998,1999999,wall_sign
-1999995,2000010,wall_sign
-1999996,2000010,wall_sign
-1999997,2000010,wall_sign
-1999997,2000010,wall_sign
-1999995,2000010,wall_sign
-1999996,2000010,wall_sign
-1999996,2000010,wall_sign
-1999995,2000010,wall_sign
-1999994,2000010,wall_sign
-1999994,2000010,wall_sign
-1999995,2000010,wall_sign
-200117,200116,standing_sign
-200001,199998,standing_sign
-200001,200000,standing_sign
-199999,200000,standing_sign
-191092,191067,wall_sign
-191093,191067,wall_sign
-191093,191067,wall_sign
-191092,191067,wall_sign
-71697,71701,wall_sign
-71698,71702,wall_sign
-71699,71703,wall_sign
-71700,71704,wall_sign
-71701,71705,wall_sign
-71700,71704,wall_sign
-71699,71703,wall_sign
-71702,71705,wall_sign
-71697,71701,wall_sign
-71698,71702,wall_sign
-71699,71703,wall_sign
-71700,71704,wall_sign
-71702,71705,wall_sign
-19438,19451,standing_sign
-1917170,1917153,wall_sign
-1917171,1917153,wall_sign
-1917170,1917154,wall_sign
-1917170,1917155,wall_sign
-1917171,1917155,wall_sign
-1917170,1917154,wall_sign
-1917169,1917159,wall_sign
-1917170,1917160,standing_sign
-1917171,1917160,standing_sign
-1917170,1917158,standing_sign
-1917171,1917159,wall_sign
-211492,211488,standing_sign
-1800001,1800000,standing_sign
-218087,218077,wall_sign
-218074,218071,wall_sign
-218074,218072,wall_sign
-218073,218071,wall_sign
-200569,200572,standing_sign
-200303,200303,standing_sign
-2123870,2123866,wall_sign
-2125004,2125007,wall_sign
-2124997,2125007,wall_sign
-2124994,2125006,wall_sign
-2124994,2125007,wall_sign
-2124994,2125007,wall_sign
-2124994,2125007,wall_sign
-2125006,2125008,wall_sign
-201137,201140,wall_sign
-2128292,2128295,wall_sign
-195236,195232,wall_sign
-212833,212829,wall_sign
-192676,192721,wall_sign
-186750,186752,wall_sign
-186752,186811,wall_sign
-201390,201389,standing_sign
-201389,201390,standing_sign
-2193207,2193202,standing_sign
-2193207,2193200,wall_sign
-180998,181002,wall_sign
-1812501,1812500,standing_sign
-193183,193188,wall_sign
-193183,193191,wall_sign
-196196,196204,wall_sign
-213700,213659,standing_sign
-213700,213660,standing_sign
-1875008,1875000,wall_sign
-1874996,1875000,standing_sign
-1875000,1874999,wall_sign
-2142514,2142515,wall_sign
-187506,187506,wall_sign
-187504,187499,wall_sign
-187504,187505,wall_sign
-54175,54166,wall_sign
-542425,542418,standing_sign
-542929,542927,wall_sign
-182683,182675,standing_sign
-2038066,2038065,standing_sign
-55001,55000,standing_sign
-555006,555008,wall_sign
-555777,555779,wall_sign
-55803,55796,wall_sign
-55586,55582,wall_sign
-55529,55534,wall_sign
-55410,55359,standing_sign
-55409,55359,standing_sign
-55411,55359,standing_sign
-55410,55365,standing_sign
-55408,55362,standing_sign
-5606,5609,wall_sign
-5605,5608,wall_sign
-5497,5473,wall_sign
-5477,5476,standing_sign
-5381,5432,wall_sign
-5381,5432,wall_sign
-5375,5433,standing_sign
-5376,5434,wall_sign
-5268,5226,wall_sign
-5266,5227,standing_sign
-5268,5226,wall_sign
-5267,5227,standing_sign
-5265,5225,standing_sign
-5251,5242,wall_sign
-5233,5150,standing_sign
-5234,5150,standing_sign
-55923,55903,standing_sign
-55923,55910,standing_sign
-55923,55912,standing_sign
-39,-407600,wall_sign
2,-272518,wall_sign
2,-272519,wall_sign
0,-325524,wall_sign
2,-325221,standing_sign
1,-325222,standing_sign
2,-325222,standing_sign
0,-325222,standing_sign
-37,-3769,wall_sign
0,-273006,wall_sign
-16,-157085,standing_sign
-1,-326010,wall_sign
-3,-325935,standing_sign
8,-32581,wall_sign
-3,-241287,wall_sign
19,-32290,standing_sign
-2,-273196,wall_sign
-7,-41367,wall_sign
5,-19798,wall_sign
4,-19601,wall_sign
0,-2750001,wall_sign
2,-2750001,wall_sign
2,-2749999,wall_sign
2,-2749998,wall_sign
2,-2749997,wall_sign
2,-2749998,wall_sign
2,-157272,wall_sign
-5,-157550,standing_sign
1,-275258,standing_sign
0,-275258,standing_sign
2,-275187,wall_sign
0,-275023,wall_sign
0,-275024,wall_sign
0,-275001,standing_sign
1,-275001,standing_sign
0,-1050001,standing_sign
-47,-35739,standing_sign
2,-2758608,wall_sign
2,-2758607,wall_sign
-13,-35663,standing_sign
-13,-35662,wall_sign
-13,-35662,wall_sign
0,-328428,wall_sign
-15,-41819,wall_sign
-15,-41771,wall_sign
-1,-420071,wall_sign
-1,-420071,wall_sign
-3,-420020,standing_sign
-3,-420017,standing_sign
-3,-420018,standing_sign
